Num_ordine,Linea_Num_Ordine,ID_Prodotto,ID_Rivenditore,Quant,Prezzo_Unitario,Totale_Vendita,Costo_Totale
SO47975,30,453,558,2,35.99,71.98,49.4900
SO47975,31,216,558,5,20.19,100.95,69.3900
SO47975,32,221,558,1,20.19,20.19,13.8800
SO47975,33,370,558,1,1466.01,1466.01,1518.7900
SO47975,34,379,558,1,1308.94,1308.94,1320.6800
SO47975,35,433,558,2,324.45,648.90,600.2400
SO47975,36,447,558,2,15.00,30.00,20.6300
SO47975,37,373,558,5,1308.94,6544.70,6603.4200
SO47975,38,321,558,3,469.79,1409.37,1460.1200
SO47975,39,265,558,3,202.33,606.99,561.4700
SO47975,40,389,558,2,600.26,1200.52,1211.3000
SO47975,41,435,558,4,324.45,1297.80,1200.4800
SO47975,42,368,558,3,1466.01,4398.03,4556.3600
SO47975,43,286,558,1,183.94,183.94,170.1400
SO47975,44,422,558,5,67.54,337.70,249.8900
SO47975,45,387,558,2,600.26,1200.52,1211.3000
SO47975,46,448,558,3,11.99,35.97,24.7400
SO47976,1,420,667,2,141.62,283.24,209.5900
SO47976,2,213,667,1,20.19,20.19,13.8800
SO47976,3,401,667,2,65.60,131.20,97.0900
SO47976,4,358,667,6,1229.46,7376.76,6634.8600
SO47976,5,411,667,2,125.42,250.84,185.6100
SO47976,6,354,667,7,1242.85,8699.95,7824.9900
SO47976,7,367,667,4,647.99,2591.96,2393.7400
SO47976,8,469,667,19,20.89,396.91,297.7500
SO47976,9,427,667,1,209.26,209.26,185.8200
SO47976,10,365,667,4,647.99,2591.96,2393.7400
SO47976,11,470,667,7,22.79,159.53,109.7000
SO47976,12,352,667,5,1242.85,6214.25,5589.2800
SO47976,13,364,667,3,647.99,1943.97,1795.3100
SO47976,14,356,667,2,1242.85,2485.70,2235.7100
SO47976,15,366,667,2,647.99,1295.98,1196.8700
SO47976,16,409,667,4,209.26,837.04,743.2800
SO47976,17,297,667,2,736.15,1472.30,1307.3900
SO47976,18,421,667,3,196.33,588.99,435.8500
SO47976,19,419,667,1,52.65,52.65,38.9600
SO47976,20,360,667,2,1229.46,2458.92,2211.6200
SO47977,1,370,208,4,1466.01,5864.04,6075.1500
SO47977,2,239,208,2,780.82,1561.64,1444.5100
SO47977,3,242,208,1,780.82,780.82,722.2600
SO47978,1,381,102,5,600.26,3001.30,3028.2500
SO47978,2,331,102,2,469.79,939.58,973.4100
SO47978,3,368,102,1,1466.01,1466.01,1518.7900
SO47978,4,369,102,1,1466.01,1466.01,1518.7900
SO47978,5,329,102,5,469.79,2348.95,2433.5300
SO47978,6,415,102,2,198.04,396.08,293.0900
SO47978,7,383,102,1,600.26,600.26,605.6500
SO47978,8,325,102,4,469.79,1879.16,1946.8300
SO47978,9,339,102,4,469.79,1879.16,1946.8300
SO47978,10,373,102,2,1308.94,2617.88,2641.3700
SO47978,11,333,102,8,469.79,3758.32,3893.6500
SO47978,12,414,102,2,149.03,298.06,220.5700
SO47978,13,375,102,2,1308.94,2617.88,2641.3700
SO47979,1,458,101,4,44.99,179.96,123.7300
SO47979,2,422,101,3,67.54,202.62,149.9400
SO47979,3,333,101,1,469.79,469.79,486.7100
SO47979,4,327,101,1,469.79,469.79,486.7100
SO47979,5,233,101,1,28.84,28.84,29.0800
SO47979,6,456,101,3,44.99,134.97,92.8000
SO47979,7,433,101,2,324.45,648.90,600.2400
SO47979,8,224,101,2,5.19,10.38,10.4600
SO47979,9,343,101,3,469.79,1409.37,1460.1200
SO47980,1,343,12,14,454.13,6357.82,6813.8900
SO47980,2,417,12,4,324.45,1297.80,1200.4800
SO47980,3,448,12,2,11.99,23.98,16.4900
SO47980,4,230,12,8,28.84,230.72,232.6500
SO47980,5,221,12,6,20.19,121.14,83.2700
SO47980,6,447,12,1,15.00,15.00,10.3100
SO47980,7,445,12,5,35.99,179.95,123.7300
SO47980,8,213,12,5,20.19,100.95,69.3900
SO47980,9,453,12,3,35.99,107.97,74.2400
SO47980,10,323,12,6,469.79,2818.74,2920.2400
SO47980,11,457,12,3,44.99,134.97,92.8000
SO47980,12,265,12,1,202.33,202.33,187.1600
SO47980,13,458,12,8,44.99,359.92,247.4700
SO47980,14,236,12,3,28.84,86.52,87.2400
SO47980,15,224,12,5,5.19,25.95,26.1500
SO47980,16,327,12,3,469.79,1409.37,1460.1200
SO47980,17,216,12,7,20.19,141.33,97.1500
SO47980,18,459,12,3,53.99,161.97,111.3600
SO47980,19,435,12,6,324.45,1946.70,1800.7100
SO47980,20,273,12,4,202.33,809.32,748.6300
SO47980,21,286,12,7,183.94,1287.58,1191.0000
SO47980,22,263,12,2,202.33,404.66,374.3100
SO47980,23,464,12,4,14.13,56.52,38.8500
SO47980,24,271,12,3,202.33,606.99,561.4700
SO47980,25,456,12,12,43.49,521.88,371.2000
SO47980,26,254,12,6,183.94,1103.64,1020.8600
SO47980,27,422,12,3,67.54,202.62,149.9400
SO47980,28,461,12,4,53.99,215.96,148.4800
SO47980,29,433,12,3,324.45,973.35,900.3600
SO47980,30,233,12,10,28.84,288.40,290.8100
SO47980,31,460,12,7,53.99,377.93,259.8500
SO47980,32,462,12,2,14.13,28.26,19.4300
SO47980,33,454,12,2,35.99,71.98,49.4900
SO47981,1,468,389,1,22.79,22.79,15.6700
SO47981,2,360,389,1,1229.46,1229.46,1105.8100
SO47981,3,469,389,10,22.79,227.90,156.7100
SO47981,4,358,389,1,1229.46,1229.46,1105.8100
SO47982,1,399,217,2,33.77,67.54,49.9900
SO47983,1,339,36,1,469.79,469.79,486.7100
SO47984,1,433,259,3,324.45,973.35,900.3600
SO47984,2,325,259,3,469.79,1409.37,1460.1200
SO47984,3,458,259,9,44.99,404.91,278.4000
SO47984,4,224,259,1,5.19,5.19,5.2300
SO47984,5,422,259,4,67.54,270.16,199.9200
SO47984,6,323,259,2,469.79,939.58,973.4100
SO47984,7,329,259,3,469.79,1409.37,1460.1200
SO47984,8,233,259,4,28.84,115.36,116.3200
SO47984,9,456,259,8,44.99,359.92,247.4700
SO47985,1,394,115,1,20.52,20.52,15.1800
SO47986,1,461,236,5,53.99,269.95,185.6000
SO47986,2,294,236,2,744.27,1488.54,1321.8300
SO47986,3,362,236,9,1229.46,11065.14,9952.2900
SO47986,4,395,236,8,61.37,490.96,363.3300
SO47986,5,445,236,6,35.99,215.94,148.4800
SO47986,6,356,236,6,1242.85,7457.10,6707.1400
SO47986,7,454,236,4,35.99,143.96,98.9800
SO47986,8,366,236,5,647.99,3239.95,2992.1800
SO47986,9,464,236,2,14.13,28.26,19.4300
SO47986,10,308,236,4,744.27,2977.08,2643.6600
SO47986,11,297,236,6,736.15,4416.90,3922.1800
SO47986,12,456,236,8,44.99,359.92,247.4700
SO47986,13,216,236,8,20.19,161.52,111.0300
SO47986,14,365,236,5,647.99,3239.95,2992.1800
SO47986,15,305,236,3,736.15,2208.45,1961.0900
SO47986,16,236,236,2,28.84,57.68,58.1600
SO47986,17,360,236,6,1229.46,7376.76,6634.8600
SO47986,18,427,236,2,209.26,418.52,371.6400
SO47986,19,396,236,2,74.84,149.68,110.7600
SO47986,20,394,236,2,20.52,41.04,30.3700
SO47986,21,457,236,4,44.99,179.96,123.7300
SO47986,22,224,236,4,5.19,20.76,20.9200
SO47986,23,213,236,3,20.19,60.57,41.6300
SO47986,24,409,236,4,209.26,837.04,743.2800
SO47986,25,230,236,6,28.84,173.04,174.4800
SO47986,26,399,236,4,33.77,135.08,99.9700
SO47986,27,447,236,4,15.00,60.00,41.2500
SO47986,28,419,236,1,52.65,52.65,38.9600
SO47986,29,421,236,8,196.33,1570.64,1162.2700
SO47986,30,364,236,2,647.99,1295.98,1196.8700
SO47986,31,352,236,12,1201.42,14417.04,13414.2700
SO47986,32,221,236,6,20.19,121.14,83.2700
SO47986,33,358,236,2,1229.46,2458.92,2211.6200
SO47986,34,367,236,4,647.99,2591.96,2393.7400
SO47986,35,458,236,8,44.99,359.92,247.4700
SO47986,36,460,236,5,53.99,269.95,185.6000
SO47986,37,410,236,5,36.45,182.25,134.8500
SO47986,38,397,236,4,24.29,97.16,71.9100
SO47986,39,420,236,6,141.62,849.72,628.7700
SO47986,40,470,236,9,22.79,205.11,141.0400
SO47986,41,453,236,4,35.99,143.96,98.9800
SO47986,42,391,236,1,88.93,88.93,65.8100
SO47986,43,354,236,9,1242.85,11185.65,10060.7000
SO47986,44,448,236,5,11.99,59.95,41.2300
SO47986,45,469,236,8,22.79,182.32,125.3700
SO47986,46,393,236,5,137.69,688.45,509.4700
SO47986,47,462,236,3,14.13,42.39,29.1400
SO47986,48,289,236,2,744.27,1488.54,1321.8300
SO47986,49,428,236,10,209.26,2092.60,1858.1900
SO47986,50,459,236,2,53.99,107.98,74.2400
SO47986,51,233,236,4,28.84,115.36,116.3200
SO47987,1,233,198,6,28.84,173.04,174.4800
SO47987,2,224,198,3,5.19,15.57,15.6900
SO47987,3,323,198,3,469.79,1409.37,1460.1200
SO47988,1,341,533,3,469.79,1409.37,1460.1200
SO47988,2,381,533,4,600.26,2401.04,2422.6000
SO47988,3,370,533,8,1466.01,11728.08,12150.2900
SO47988,4,458,533,3,44.99,134.97,92.8000
SO47988,5,389,533,2,600.26,1200.52,1211.3000
SO47988,6,230,533,2,28.84,57.68,58.1600
SO47988,7,368,533,4,1466.01,5864.04,6075.1500
SO47988,8,373,533,4,1308.94,5235.76,5282.7400
SO47988,9,375,533,4,1308.94,5235.76,5282.7400
SO47988,10,385,533,6,600.26,3601.56,3633.9000
SO47988,11,379,533,5,1308.94,6544.70,6603.4200
SO47988,12,343,533,2,469.79,939.58,973.4100
SO47988,13,271,533,4,202.33,809.32,748.6300
SO47988,14,435,533,2,324.45,648.90,600.2400
SO47988,15,331,533,8,469.79,3758.32,3893.6500
SO47988,16,387,533,3,600.26,1800.78,1816.9500
SO47988,17,333,533,2,469.79,939.58,973.4100
SO47988,18,417,533,4,324.45,1297.80,1200.4800
SO47988,19,325,533,4,469.79,1879.16,1946.8300
SO47988,20,447,533,4,15.00,60.00,41.2500
SO47988,21,422,533,5,67.54,337.70,249.8900
SO47988,22,327,533,3,469.79,1409.37,1460.1200
SO47988,23,224,533,4,5.19,20.76,20.9200
SO47988,24,323,533,5,469.79,2348.95,2433.5300
SO47988,25,377,533,2,1308.94,2617.88,2641.3700
SO47988,26,407,533,1,65.60,65.60,48.5500
SO47988,27,383,533,6,600.26,3601.56,3633.9000
SO47988,28,329,533,2,469.79,939.58,973.4100
SO47988,29,369,533,3,1466.01,4398.03,4556.3600
SO47988,30,335,533,3,469.79,1409.37,1460.1200
SO47988,31,453,533,2,35.99,71.98,49.4900
SO47988,32,456,533,7,44.99,314.93,216.5300
SO47988,33,433,533,4,324.45,1297.80,1200.4800
SO47988,34,464,533,6,14.13,84.78,58.2800
SO47988,35,460,533,1,53.99,53.99,37.1200
SO47988,36,273,533,3,202.33,606.99,561.4700
SO47988,37,448,533,8,11.99,95.92,65.9700
SO47988,38,254,533,1,183.94,183.94,170.1400
SO47988,39,337,533,5,469.79,2348.95,2433.5300
SO47988,40,339,533,2,469.79,939.58,973.4100
SO47988,41,265,533,4,202.33,809.32,748.6300
SO47988,42,221,533,3,20.19,60.57,41.6300
SO47988,43,414,533,3,149.03,447.09,330.8500
SO47988,44,233,533,10,28.84,288.40,290.8100
SO47988,45,321,533,9,469.79,4228.11,4380.3600
SO47988,46,371,533,7,1308.94,9162.58,9244.7900
SO47988,47,286,533,5,183.94,919.70,850.7100
SO47988,48,213,533,5,20.19,100.95,69.3900
SO47988,49,263,533,1,202.33,202.33,187.1600
SO47988,50,216,533,3,20.19,60.57,41.6300
SO47988,51,415,533,2,198.04,396.08,293.0900
SO47989,1,233,77,5,28.84,144.20,145.4000
SO47989,2,433,77,4,324.45,1297.80,1200.4800
SO47989,3,325,77,3,469.79,1409.37,1460.1200
SO47989,4,333,77,3,469.79,1409.37,1460.1200
SO47989,5,422,77,1,67.54,67.54,49.9800
SO47989,6,323,77,3,469.79,1409.37,1460.1200
SO47989,7,458,77,6,44.99,269.94,185.6000
SO47989,8,224,77,3,5.19,15.57,15.6900
SO47989,9,327,77,2,469.79,939.58,973.4100
SO47989,10,456,77,1,44.99,44.99,30.9300
SO47989,11,329,77,1,469.79,469.79,486.7100
SO47990,1,458,328,3,44.99,134.97,92.8000
SO47990,2,377,328,4,1308.94,5235.76,5282.7400
SO47990,3,370,328,4,1466.01,5864.04,6075.1500
SO47990,4,335,328,3,469.79,1409.37,1460.1200
SO47990,5,233,328,4,28.84,115.36,116.3200
SO47990,6,373,328,2,1308.94,2617.88,2641.3700
SO47990,7,325,328,7,469.79,3288.53,3406.9500
SO47990,8,422,328,1,67.54,67.54,49.9800
SO47990,9,375,328,5,1308.94,6544.70,6603.4200
SO47990,10,337,328,2,469.79,939.58,973.4100
SO47990,11,343,328,3,469.79,1409.37,1460.1200
SO47990,12,371,328,4,1308.94,5235.76,5282.7400
SO47990,13,383,328,3,600.26,1800.78,1816.9500
SO47990,14,387,328,4,600.26,2401.04,2422.6000
SO47990,15,273,328,2,202.33,404.66,374.3100
SO47990,16,329,328,9,469.79,4228.11,4380.3600
SO47990,17,385,328,2,600.26,1200.52,1211.3000
SO47990,18,327,328,8,469.79,3758.32,3893.6500
SO47990,19,263,328,5,202.33,1011.65,935.7900
SO47990,20,323,328,4,469.79,1879.16,1946.8300
SO47990,21,389,328,4,600.26,2401.04,2422.6000
SO47990,22,224,328,7,5.19,36.33,36.6100
SO47990,23,333,328,5,469.79,2348.95,2433.5300
SO47990,24,341,328,2,469.79,939.58,973.4100
SO47990,25,379,328,3,1308.94,3926.82,3962.0500
SO47990,26,221,328,8,20.19,161.52,111.0300
SO47990,27,433,328,8,324.45,2595.60,2400.9500
SO47990,28,453,328,2,35.99,71.98,49.4900
SO47990,29,456,328,1,44.99,44.99,30.9300
SO47990,30,417,328,2,324.45,648.90,600.2400
SO47990,31,414,328,2,149.03,298.06,220.5700
SO47990,32,216,328,4,20.19,80.76,55.5100
SO47990,33,286,328,2,183.94,367.88,340.2900
SO47990,34,415,328,5,198.04,990.20,732.7300
SO47990,35,265,328,2,202.33,404.66,374.3100
SO47990,36,339,328,3,469.79,1409.37,1460.1200
SO47990,37,321,328,4,469.79,1879.16,1946.8300
SO47990,38,369,328,7,1466.01,10262.07,10631.5000
SO47990,39,460,328,5,53.99,269.95,185.6000
SO47990,40,331,328,5,469.79,2348.95,2433.5300
SO47990,41,381,328,7,600.26,4201.82,4239.5400
SO47990,42,213,328,6,20.19,121.14,83.2700
SO47990,43,236,328,6,28.84,173.04,174.4800
SO47990,44,368,328,8,1466.01,11728.08,12150.2900
SO47990,45,271,328,5,202.33,1011.65,935.7900
SO47990,46,435,328,6,324.45,1946.70,1800.7100
SO47991,1,308,43,2,744.27,1488.54,1321.8300
SO47991,2,448,43,2,11.99,23.98,16.4900
SO47991,3,469,43,4,22.79,91.16,62.6800
SO47991,4,399,43,2,33.77,67.54,49.9900
SO47991,5,364,43,4,647.99,2591.96,2393.7400
SO47991,6,352,43,6,1242.85,7457.10,6707.1400
SO47991,7,360,43,7,1229.46,8606.22,7740.6700
SO47991,8,447,43,3,15.00,45.00,30.9400
SO47991,9,401,43,3,65.60,196.80,145.6400
SO47991,10,428,43,1,209.26,209.26,185.8200
SO47991,11,365,43,3,647.99,1943.97,1795.3100
SO47991,12,297,43,2,736.15,1472.30,1307.3900
SO47991,13,419,43,1,52.65,52.65,38.9600
SO47991,14,358,43,5,1229.46,6147.30,5529.0500
SO47991,15,470,43,12,22.03,264.36,188.0500
SO47991,16,427,43,2,209.26,418.52,371.6400
SO47991,17,366,43,2,647.99,1295.98,1196.8700
SO47991,18,362,43,2,1229.46,2458.92,2211.6200
SO47991,19,410,43,1,36.45,36.45,26.9700
SO47991,20,409,43,1,209.26,209.26,185.8200
SO47991,21,468,43,1,22.79,22.79,15.6700
SO47991,22,421,43,1,196.33,196.33,145.2800
SO47992,1,391,487,2,88.93,177.86,131.6200
SO47992,2,420,487,2,141.62,283.24,209.5900
SO47992,3,362,487,3,1229.46,3688.38,3317.4300
SO47992,4,458,487,4,44.99,179.96,123.7300
SO47992,5,427,487,8,209.26,1674.08,1486.5500
SO47992,6,221,487,7,20.19,141.33,97.1500
SO47992,7,230,487,3,28.84,86.52,87.2400
SO47992,8,356,487,1,1242.85,1242.85,1117.8600
SO47992,9,461,487,3,53.99,161.97,111.3600
SO47992,10,364,487,2,647.99,1295.98,1196.8700
SO47992,11,399,487,3,33.77,101.31,74.9800
SO47992,12,428,487,2,209.26,418.52,371.6400
SO47992,13,460,487,7,53.99,377.93,259.8500
SO47992,14,459,487,4,53.99,215.96,148.4800
SO47992,15,448,487,1,11.99,11.99,8.2500
SO47992,16,358,487,6,1229.46,7376.76,6634.8600
SO47992,17,224,487,6,5.19,31.14,31.3800
SO47992,18,410,487,1,36.45,36.45,26.9700
SO47992,19,409,487,2,209.26,418.52,371.6400
SO47992,20,421,487,1,196.33,196.33,145.2800
SO47992,21,469,487,2,22.79,45.58,31.3400
SO47992,22,297,487,2,736.15,1472.30,1307.3900
SO47992,23,394,487,1,20.52,20.52,15.1800
SO47992,24,352,487,2,1242.85,2485.70,2235.7100
SO47992,25,236,487,6,28.84,173.04,174.4800
SO47992,26,447,487,5,15.00,75.00,51.5600
SO47992,27,308,487,3,744.27,2232.81,1982.7400
SO47992,28,470,487,6,22.79,136.74,94.0300
SO47992,29,445,487,3,35.99,107.97,74.2400
SO47992,30,396,487,3,74.84,224.52,166.1400
SO47992,31,457,487,3,44.99,134.97,92.8000
SO47992,32,464,487,2,14.13,28.26,19.4300
SO47992,33,233,487,4,28.84,115.36,116.3200
SO47992,34,456,487,10,44.99,449.90,309.3300
SO47992,35,462,487,1,14.13,14.13,9.7100
SO47992,36,216,487,5,20.19,100.95,69.3900
SO47992,37,393,487,2,137.69,275.38,203.7900
SO47992,38,213,487,6,20.19,121.14,83.2700
SO47992,39,360,487,8,1229.46,9835.68,8846.4800
SO47992,40,365,487,4,647.99,2591.96,2393.7400
SO47992,41,305,487,2,736.15,1472.30,1307.3900
SO47992,42,453,487,6,35.99,215.94,148.4800
SO47992,43,454,487,4,35.99,143.96,98.9800
SO47992,44,366,487,1,647.99,647.99,598.4400
SO47992,45,289,487,1,744.27,744.27,660.9100
SO47992,46,294,487,2,744.27,1488.54,1321.8300
SO47992,47,397,487,1,24.29,24.29,17.9800
SO47993,1,356,207,1,1242.85,1242.85,1117.8600
SO47993,2,360,207,2,1229.46,2458.92,2211.6200
SO47993,3,456,207,2,44.99,89.98,61.8700
SO47993,4,233,207,7,28.84,201.88,203.5600
SO47993,5,224,207,6,5.19,31.14,31.3800
SO47993,6,358,207,3,1229.46,3688.38,3317.4300
SO47993,7,354,207,1,1242.85,1242.85,1117.8600
SO47993,8,469,207,2,22.79,45.58,31.3400
SO47993,9,470,207,6,22.79,136.74,94.0300
SO47994,1,333,258,2,469.79,939.58,973.4100
SO47994,2,327,258,2,469.79,939.58,973.4100
SO47994,3,385,258,1,600.26,600.26,605.6500
SO47994,4,265,258,1,202.33,202.33,187.1600
SO47994,5,339,258,1,469.79,469.79,486.7100
SO47994,6,417,258,3,324.45,973.35,900.3600
SO47994,7,329,258,2,469.79,939.58,973.4100
SO47994,8,337,258,3,469.79,1409.37,1460.1200
SO47994,9,331,258,2,469.79,939.58,973.4100
SO47994,10,263,258,1,202.33,202.33,187.1600
SO47994,11,368,258,2,1466.01,2932.02,3037.5700
SO47994,12,383,258,3,600.26,1800.78,1816.9500
SO47994,13,377,258,5,1308.94,6544.70,6603.4200
SO47994,14,387,258,1,600.26,600.26,605.6500
SO47994,15,370,258,2,1466.01,2932.02,3037.5700
SO47994,16,435,258,2,324.45,648.90,600.2400
SO47994,17,321,258,5,469.79,2348.95,2433.5300
SO47994,18,379,258,2,1308.94,2617.88,2641.3700
SO47994,19,286,258,2,183.94,367.88,340.2900
SO47994,20,389,258,4,600.26,2401.04,2422.6000
SO47994,21,415,258,2,198.04,396.08,293.0900
SO47994,22,375,258,3,1308.94,3926.82,3962.0500
SO47994,23,271,258,8,202.33,1618.64,1497.2600
SO47994,24,325,258,1,469.79,469.79,486.7100
SO47994,25,341,258,3,469.79,1409.37,1460.1200
SO47994,26,422,258,4,67.54,270.16,199.9200
SO47994,27,369,258,2,1466.01,2932.02,3037.5700
SO47994,28,407,258,3,65.60,196.80,145.6400
SO47994,29,335,258,6,469.79,2818.74,2920.2400
SO47994,30,323,258,2,469.79,939.58,973.4100
SO47994,31,381,258,1,600.26,600.26,605.6500
SO47994,32,433,258,2,324.45,648.90,600.2400
SO47994,33,254,258,1,183.94,183.94,170.1400
SO47995,1,329,377,6,469.79,2818.74,2920.2400
SO47995,2,325,377,7,469.79,3288.53,3406.9500
SO47995,3,456,377,6,44.99,269.94,185.6000
SO47995,4,323,377,4,469.79,1879.16,1946.8300
SO47995,5,327,377,4,469.79,1879.16,1946.8300
SO47995,6,343,377,5,469.79,2348.95,2433.5300
SO47995,7,458,377,2,44.99,89.98,61.8700
SO47995,8,333,377,3,469.79,1409.37,1460.1200
SO47995,9,422,377,7,67.54,472.78,349.8500
SO47995,10,224,377,2,5.19,10.38,10.4600
SO47995,11,233,377,1,28.84,28.84,29.0800
SO47996,1,354,381,1,1242.85,1242.85,1117.8600
SO47996,2,297,381,1,736.15,736.15,653.7000
SO47996,3,308,381,1,744.27,744.27,660.9100
SO47996,4,428,381,3,209.26,627.78,557.4600
SO47996,5,409,381,2,209.26,418.52,371.6400
SO47996,6,364,381,3,647.99,1943.97,1795.3100
SO47996,7,410,381,1,36.45,36.45,26.9700
SO47996,8,365,381,2,647.99,1295.98,1196.8700
SO47996,9,362,381,2,1229.46,2458.92,2211.6200
SO47996,10,395,381,8,61.37,490.96,363.3300
SO47996,11,367,381,4,647.99,2591.96,2393.7400
SO47996,12,393,381,4,137.69,550.76,407.5700
SO47996,13,427,381,2,209.26,418.52,371.6400
SO47996,14,399,381,2,33.77,67.54,49.9900
SO47996,15,397,381,2,24.29,48.58,35.9600
SO47996,16,420,381,1,141.62,141.62,104.8000
SO47996,17,305,381,3,736.15,2208.45,1961.0900
SO47996,18,469,381,4,22.79,91.16,62.6800
SO47996,19,360,381,5,1229.46,6147.30,5529.0500
SO47996,20,421,381,10,196.33,1963.30,1452.8400
SO47996,21,233,381,2,28.84,57.68,58.1600
SO47996,22,358,381,8,1229.46,9835.68,8846.4800
SO47996,23,396,381,1,74.84,74.84,55.3800
SO47996,24,391,381,1,88.93,88.93,65.8100
SO47996,25,352,381,2,1242.85,2485.70,2235.7100
SO47996,26,470,381,6,22.79,136.74,94.0300
SO47996,27,294,381,1,744.27,744.27,660.9100
SO47996,28,356,381,2,1242.85,2485.70,2235.7100
SO47997,1,233,2,3,28.84,86.52,87.2400
SO47997,2,458,2,1,44.99,44.99,30.9300
SO47997,3,469,2,2,22.79,45.58,31.3400
SO47997,4,360,2,3,1229.46,3688.38,3317.4300
SO47997,5,468,2,1,22.79,22.79,15.6700
SO47997,6,224,2,3,5.19,15.57,15.6900
SO47997,7,470,2,12,22.03,264.36,188.0500
SO47998,1,468,289,1,22.79,22.79,15.6700
SO47998,2,354,289,3,1242.85,3728.55,3353.5700
SO47998,3,469,289,8,22.79,182.32,125.3700
SO47998,4,470,289,3,22.79,68.37,47.0100
SO47998,5,358,289,3,1229.46,3688.38,3317.4300
SO47998,6,360,289,1,1229.46,1229.46,1105.8100
SO47998,7,356,289,2,1242.85,2485.70,2235.7100
SO47999,1,294,650,1,744.27,744.27,660.9100
SO47999,2,397,650,1,24.29,24.29,17.9800
SO47999,3,362,650,1,1229.46,1229.46,1105.8100
SO47999,4,395,650,2,61.37,122.74,90.8300
SO47999,5,399,650,1,33.77,33.77,24.9900
SO47999,6,421,650,2,196.33,392.66,290.5700
SO47999,7,308,650,1,744.27,744.27,660.9100
SO47999,8,367,650,5,647.99,3239.95,2992.1800
SO47999,9,409,650,3,209.26,627.78,557.4600
SO47999,10,366,650,3,647.99,1943.97,1795.3100
SO47999,11,410,650,2,36.45,72.90,53.9400
SO47999,12,394,650,2,20.52,41.04,30.3700
SO47999,13,230,650,1,28.84,28.84,29.0800
SO47999,14,358,650,5,1229.46,6147.30,5529.0500
SO47999,15,419,650,1,52.65,52.65,38.9600
SO47999,16,305,650,1,736.15,736.15,653.7000
SO47999,17,391,650,2,88.93,177.86,131.6200
SO47999,18,427,650,3,209.26,627.78,557.4600
SO47999,19,420,650,10,141.62,1416.20,1047.9500
SO47999,20,297,650,2,736.15,1472.30,1307.3900
SO47999,21,360,650,4,1229.46,4917.84,4423.2400
SO47999,22,354,650,4,1242.85,4971.40,4471.4200
SO47999,23,469,650,4,22.79,91.16,62.6800
SO47999,24,396,650,1,74.84,74.84,55.3800
SO47999,25,352,650,1,1242.85,1242.85,1117.8600
SO47999,26,356,650,1,1242.85,1242.85,1117.8600
SO47999,27,428,650,2,209.26,418.52,371.6400
SO47999,28,364,650,1,647.99,647.99,598.4400
SO47999,29,393,650,4,137.69,550.76,407.5700
SO47999,30,470,650,5,22.79,113.95,78.3500
SO48000,1,439,478,1,780.82,780.82,722.2600
SO48001,1,294,127,1,744.27,744.27,660.9100
SO48001,2,409,127,1,209.26,209.26,185.8200
SO48001,3,213,127,9,20.19,181.71,124.9000
SO48001,4,453,127,5,35.99,179.95,123.7300
SO48001,5,470,127,11,22.03,242.33,172.3800
SO48001,6,216,127,8,20.19,161.52,111.0300
SO48001,7,397,127,1,24.29,24.29,17.9800
SO48001,8,362,127,1,1229.46,1229.46,1105.8100
SO48001,9,458,127,6,44.99,269.94,185.6000
SO48001,10,445,127,5,35.99,179.95,123.7300
SO48001,11,454,127,2,35.99,71.98,49.4900
SO48001,12,460,127,2,53.99,107.98,74.2400
SO48001,13,399,127,5,33.77,168.85,124.9700
SO48001,14,224,127,4,5.19,20.76,20.9200
SO48001,15,464,127,4,14.13,56.52,38.8500
SO48001,16,354,127,2,1242.85,2485.70,2235.7100
SO48001,17,236,127,4,28.84,115.36,116.3200
SO48001,18,410,127,1,36.45,36.45,26.9700
SO48001,19,469,127,4,22.79,91.16,62.6800
SO48001,20,230,127,2,28.84,57.68,58.1600
SO48001,21,459,127,1,53.99,53.99,37.1200
SO48001,22,427,127,1,209.26,209.26,185.8200
SO48001,23,367,127,3,647.99,1943.97,1795.3100
SO48001,24,289,127,1,744.27,744.27,660.9100
SO48001,25,221,127,8,20.19,161.52,111.0300
SO48001,26,421,127,3,196.33,588.99,435.8500
SO48001,27,419,127,2,52.65,105.30,77.9200
SO48001,28,396,127,4,74.84,299.36,221.5200
SO48001,29,395,127,2,61.37,122.74,90.8300
SO48001,30,457,127,5,44.99,224.95,154.6700
SO48001,31,365,127,5,647.99,3239.95,2992.1800
SO48001,32,352,127,2,1242.85,2485.70,2235.7100
SO48001,33,366,127,7,647.99,4535.93,4189.0500
SO48001,34,462,127,4,14.13,56.52,38.8500
SO48001,35,448,127,4,11.99,47.96,32.9800
SO48001,36,358,127,4,1229.46,4917.84,4423.2400
SO48001,37,305,127,1,736.15,736.15,653.7000
SO48001,38,428,127,4,209.26,837.04,743.2800
SO48001,39,356,127,2,1242.85,2485.70,2235.7100
SO48001,40,393,127,6,137.69,826.14,611.3600
SO48001,41,420,127,2,141.62,283.24,209.5900
SO48001,42,360,127,2,1229.46,2458.92,2211.6200
SO48001,43,308,127,2,744.27,1488.54,1321.8300
SO48001,44,447,127,3,15.00,45.00,30.9400
SO48001,45,391,127,2,88.93,177.86,131.6200
SO48001,46,456,127,9,44.99,404.91,278.4000
SO48001,47,461,127,1,53.99,53.99,37.1200
SO48001,48,233,127,8,28.84,230.72,232.6500
SO48002,1,329,107,6,469.79,2818.74,2920.2400
